Element,Node,Fx[N],My[N.m],Mz[N.m]
1388,1502,9.28E+01,5.94E+03,0.0337498
1388,1492,9.28E+01,8.93E+03,-0.0339343
1405,1324,5.53E+00,6.06E+03,0.0503696
1405,1517,5.53E+00,4.56E+03,-0.016744
1406,1517,1.01E+01,-4.09E+03,-0.016673
1406,1518,1.01E+01,-5.14E+03,-0.021245
1407,1518,1.06E+01,-5.19E+03,-0.0212467
1407,1519,1.06E+01,-4.14E+03,-0.0177675
1408,1519,6.62E+00,4.63E+03,-0.0178488
1408,1516,6.62E+00,6.19E+03,0.0582819
1409,1524,9.97E+01,8.54E+03,3.79E-13
1409,1525,9.97E+01,5.64E+03,-4.88E-14
1410,1525,7.23E+01,-6.80E+03,-4.90E-14
1410,1526,7.23E+01,-8.52E+03,-4.31E-14
1411,1526,5.25E+01,-1.63E+04,-4.28E-14
1411,1527,5.25E+01,-1.75E+04,-5.14E-14
1412,1527,3.79E+01,-2.24E+04,-5.12E-14
1412,1516,3.79E+01,-2.31E+04,-2.82E-13
1413,1332,2.25E+01,7.23E+03,0.340104
1413,1532,2.25E+01,4.28E+03,-0.200415
1414,1532,-3.56E+00,-4.00E+03,-0.200278
1414,1533,-3.56E+00,-5.75E+03,0.0723815
1415,1533,-3.93E+00,-5.79E+03,0.0723858
1415,1534,-3.93E+00,-4.11E+03,-0.210873
1416,1534,2.17E+01,4.00E+03,-0.211012
1416,1524,2.17E+01,6.82E+03,0.348714
1433,1364,1.49E+01,1.15E+04,0.14652
1433,1549,1.49E+01,7.78E+03,-0.0923966
1434,1549,1.13E+01,-8.25E+03,-0.0922848
1434,1550,1.13E+01,-9.63E+03,0.0357607
1435,1550,1.05E+01,-9.57E+03,0.0357585
1435,1551,1.05E+01,-8.17E+03,-0.0903976
1436,1551,8.27E+00,7.79E+03,-0.0905103
1436,1548,8.27E+00,1.15E+04,0.146038
1437,1516,2.66E+01,-2.23E+04,-8.71E-14
1437,1556,2.66E+01,-2.13E+04,-8.42E-14
1438,1556,1.66E+01,-1.47E+04,-8.37E-14
1438,1557,1.66E+01,-1.31E+04,-2.93E-14
1439,1557,5.35E+00,-3.53E+03,-2.99E-14
1439,1558,5.35E+00,-1.41E+03,-4.87E-14
1440,1558,-9.20E+00,1.23E+04,-4.88E-14
1440,1548,-9.20E+00,1.55E+04,2.65E-13
1457,1396,5.37E+00,6.72E+03,5.39E-14
1457,1573,5.37E+00,5.10E+03,-1.90E-14
1458,1573,1.18E+01,-4.35E+03,-1.89E-14
1458,1574,1.18E+01,-5.51E+03,-1.46E-14
1459,1574,1.22E+01,-5.59E+03,-1.47E-14
1459,1575,1.22E+01,-4.46E+03,-1.27E-14
1460,1575,6.63E+00,5.01E+03,-1.28E-14
1460,1572,6.63E+00,6.67E+03,5.94E-14
1461,1548,7.71E+01,1.86E+04,3.08E-13
1461,1580,7.71E+01,1.55E+04,-3.84E-14
1462,1580,6.45E+01,2.26E+03,-3.74E-14
1462,1581,6.45E+01,2.71E+02,-1.42E-14
1463,1581,5.73E+01,-8.55E+03,-1.38E-14
1463,1582,5.73E+01,-1.00E+04,-3.36E-14
1464,1582,5.38E+01,-1.60E+04,-3.36E-14
1464,1572,5.38E+01,-1.68E+04,-1.57E-13
1481,1428,1.49E+01,1.15E+04,-0.14652
1481,1597,1.49E+01,7.78E+03,0.0923966
1482,1597,1.13E+01,-8.25E+03,0.0922848
1482,1598,1.13E+01,-9.63E+03,-0.0357607
1483,1598,1.05E+01,-9.57E+03,-0.0357585
1483,1599,1.05E+01,-8.17E+03,0.0903976
1484,1599,8.27E+00,7.79E+03,0.0905103
1484,1596,8.27E+00,1.15E+04,-0.146038
1485,1572,5.38E+01,-1.68E+04,-1.62E-13
1485,1604,5.38E+01,-1.60E+04,-1.47E-14
1486,1604,5.73E+01,-1.00E+04,-1.54E-14
1486,1605,5.73E+01,-8.55E+03,-3.39E-14
1487,1605,6.45E+01,2.71E+02,-3.41E-14
1487,1606,6.45E+01,2.26E+03,2.62E-13
1488,1606,7.71E+01,1.55E+04,2.62E-13
1488,1596,7.71E+01,1.86E+04,-3.45E-13
1505,1460,5.53E+00,6.06E+03,-0.0503696
1505,1621,5.53E+00,4.56E+03,0.016744
1506,1621,1.01E+01,-4.09E+03,0.016673
1506,1622,1.01E+01,-5.14E+03,0.021245
1507,1622,1.06E+01,-5.19E+03,0.0212467
1507,1623,1.06E+01,-4.14E+03,0.0177675
1508,1623,6.62E+00,4.63E+03,0.0178488
1508,1620,6.62E+00,6.19E+03,-0.0582819
1509,1596,-9.20E+00,1.55E+04,-4.23E-13
1509,1628,-9.20E+00,1.23E+04,2.00E-13
1510,1628,5.35E+00,-1.41E+03,3.48E-13
1510,1629,5.35E+00,-3.53E+03,-7.84E-14
1511,1629,1.66E+01,-1.31E+04,-7.83E-14
1511,1630,1.66E+01,-1.47E+04,-3.63E-14
1512,1630,2.66E+01,-2.13E+04,-3.46E-14
1512,1620,2.66E+01,-2.23E+04,-7.80E-14
1529,1492,2.25E+01,7.23E+03,-0.340104
1529,1645,2.25E+01,4.28E+03,0.200415
1530,1645,-3.56E+00,-4.00E+03,0.200278
1530,1646,-3.56E+00,-5.75E+03,-0.0723815
1531,1646,-3.93E+00,-5.79E+03,-0.0723858
1531,1647,-3.93E+00,-4.11E+03,0.210873
1532,1647,2.17E+01,4.00E+03,0.211012
1532,1644,2.17E+01,6.82E+03,-0.348714
1533,1620,3.79E+01,-2.31E+04,-2.87E-13
1533,1652,3.79E+01,-2.24E+04,-7.86E-14
1534,1652,5.25E+01,-1.75E+04,-6.40E-14
1534,1653,5.25E+01,-1.63E+04,-4.07E-14
1535,1653,7.23E+01,-8.52E+03,-4.06E-14
1535,1654,7.23E+01,-6.80E+03,-2.28E-13
1536,1654,9.97E+01,5.64E+03,-2.28E-13
1536,1644,9.97E+01,8.54E+03,5.49E-13
1553,1516,6.62E+00,6.19E+03,0.0582819
1553,1669,6.62E+00,4.63E+03,-0.0178488
1554,1669,1.06E+01,-4.14E+03,-0.0177675
1554,1670,1.06E+01,-5.19E+03,-0.0212467
1555,1670,1.01E+01,-5.14E+03,-0.021245
1555,1671,1.01E+01,-4.09E+03,-0.016673
1556,1671,5.53E+00,4.56E+03,-0.016744
1556,1668,5.53E+00,6.06E+03,0.0503696
1557,1676,9.28E+01,8.93E+03,0.0339343
1557,1677,9.28E+01,5.94E+03,-0.0337498
1558,1677,6.72E+01,-7.04E+03,-0.0337312
1558,1678,6.72E+01,-8.88E+03,-2.58E-03
1559,1678,4.86E+01,-1.70E+04,-2.58E-03
1559,1679,4.86E+01,-1.83E+04,-6.21E-03
1560,1679,3.48E+01,-2.35E+04,-6.21E-03
1560,1668,3.48E+01,-2.42E+04,-3.94E-05
1561,1524,2.17E+01,6.82E+03,0.348714
1561,1684,2.17E+01,4.00E+03,-0.211012
1562,1684,-3.93E+00,-4.11E+03,-0.210873
1562,1685,-3.93E+00,-5.79E+03,0.0723858
1563,1685,-3.56E+00,-5.75E+03,0.0723815
1563,1686,-3.56E+00,-4.00E+03,-0.200278
1564,1686,2.25E+01,4.28E+03,-0.200415
1564,1676,2.25E+01,7.23E+03,0.340104
1581,1548,8.27E+00,1.15E+04,0.146038
1581,1701,8.27E+00,7.79E+03,-0.0905103
1582,1701,1.05E+01,-8.17E+03,-0.0903976
1582,1702,1.05E+01,-9.57E+03,0.0357585
1583,1702,1.13E+01,-9.63E+03,0.0357607
1583,1703,1.13E+01,-8.25E+03,-0.0922848
1584,1703,1.49E+01,7.78E+03,-0.0923966
1584,1700,1.49E+01,1.15E+04,0.14652
1585,1668,2.39E+01,-2.33E+04,-9.63E-03
1585,1708,2.39E+01,-2.23E+04,-6.30E-03
1586,1708,1.40E+01,-1.53E+04,-6.30E-03
1586,1709,1.40E+01,-1.35E+04,4.25E-03
1587,1709,2.87E+00,-3.42E+03,4.26E-03
1587,1710,2.86922,-1.15E+03,-0.0770209
1588,1710,-1.17E+01,1.33E+04,-0.0770681
1588,1700,-1.17E+01,1.65E+04,0.172837
1605,1572,6.63E+00,6.67E+03,6.45E-14
1605,1725,6.63E+00,5.01E+03,-1.93E-14
1606,1725,1.22E+01,-4.46E+03,-1.92E-14
1606,1726,1.22E+01,-5.59E+03,-2.16E-14
1607,1726,1.18E+01,-5.51E+03,-2.16E-14
1607,1727,1.18E+01,-4.35E+03,-1.32E-14
1608,1727,5.37E+00,5.10E+03,-1.32E-14
1608,1724,5.37E+00,6.72E+03,3.73E-14
1609,1700,7.73E+01,1.98E+04,0.169543
1609,1732,7.73E+01,1.66E+04,-0.0762344
1610,1732,6.45E+01,2.51E+03,-0.0761914
1610,1733,6.45E+01,3.53E+02,3.96E-03
1611,1733,5.72E+01,-9.18E+03,3.95E-03
1611,1734,5.72E+01,-1.08E+04,-7.31E-03
1612,1734,5.38E+01,-1.72E+04,-7.31E-03
1612,1724,5.38E+01,-1.81E+04,-4.84E-03
1629,1596,8.27E+00,1.15E+04,-0.146038
1629,1749,8.27E+00,7.79E+03,0.0905103
1630,1749,1.05E+01,-8.17E+03,0.0903976
1630,1750,1.05E+01,-9.57E+03,-0.0357585
1631,1750,1.13E+01,-9.63E+03,-0.0357607
1631,1751,1.13E+01,-8.25E+03,0.0922848
1632,1751,1.49E+01,7.78E+03,0.0923966
1632,1748,1.49E+01,1.15E+04,-0.14652
1633,1724,5.38E+01,-1.81E+04,-4.84E-03
1633,1756,5.38E+01,-1.72E+04,-7.31E-03
1634,1756,5.72E+01,-1.08E+04,-7.31E-03
1634,1757,5.72E+01,-9.18E+03,3.95E-03
1635,1757,6.45E+01,353.245,3.96E-03
1635,1758,6.45E+01,2.51E+03,-0.0761914
1636,1758,7.73E+01,1.66E+04,-0.0762344
1636,1748,7.73E+01,1.98E+04,0.169543
1653,1620,6.62E+00,6.19E+03,-0.0582819
1653,1773,6.62E+00,4.63E+03,0.0178488
1654,1773,1.06E+01,-4.14E+03,0.0177675
1654,1774,1.06E+01,-5.19E+03,0.0212467
1655,1774,1.01E+01,-5.14E+03,0.021245
1655,1775,1.01E+01,-4.09E+03,0.016673
1656,1775,5.53E+00,4.56E+03,0.016744
1656,1772,5.53E+00,6.06E+03,-0.0503696
1657,1748,-1.17E+01,1.65E+04,0.172837
1657,1780,-1.17E+01,1.33E+04,-0.0770681
1658,1780,2.87E+00,-1.15E+03,-0.0770209
1658,1781,2.87E+00,-3.42E+03,4.26E-03
1659,1781,1.40E+01,-1.35E+04,4.25E-03
1659,1782,1.40E+01,-1.53E+04,-6.30E-03
1660,1782,2.39E+01,-2.23E+04,-6.30E-03
1660,1772,2.39E+01,-2.33E+04,-9.63E-03
1677,1644,2.17E+01,6.82E+03,-0.348714
1677,1797,2.17E+01,4.00E+03,0.211012
1678,1797,-3.93E+00,-4.11E+03,0.210873
1678,1798,-3.93E+00,-5.79E+03,-0.0723858
1679,1798,-3.56E+00,-5.75E+03,-0.0723815
1679,1799,-3.56E+00,-4.00E+03,0.200278
1680,1799,2.25E+01,4.28E+03,0.200415
1680,1796,2.25E+01,7.23E+03,-0.340104
1681,1772,3.48E+01,-2.42E+04,-3.94E-05
1681,1804,3.48E+01,-2.35E+04,-6.21E-03
1682,1804,4.86E+01,-1.83E+04,-6.21E-03
1682,1805,4.86E+01,-1.70E+04,-2.58E-03
1683,1805,6.72E+01,-8.88E+03,-2.58E-03
1683,1806,6.72E+01,-7.04E+03,-0.0337312
1684,1806,9.28E+01,5.94E+03,-0.0337498
1684,1796,9.28E+01,8.93E+03,0.0339343
1701,1668,4.71E+00,4.68E+03,0.0599598
1701,1821,4.71E+00,2.73E+03,-0.0192458
1702,1821,7.33E+00,-8.78E+03,-0.0191607
1702,1822,7.33E+00,-1.03E+04,-0.0210565
1703,1822,5.39E+00,-1.38E+04,-0.0210497
1703,1823,5.39E+00,-1.34E+04,-0.0237289
1704,1823,-7.59E-01,-6.83E+03,-0.0238129
1704,1820,-7.59E-01,-5.19E+03,0.0638039
1705,1828,9.14E+01,6.10E+03,0.25228
1705,1829,9.14E+01,4.05E+03,-0.0577286
1706,1829,7.00E+01,-1.74E+03,-0.0576846
1706,1830,7.00E+01,-3.27E+03,0.0324746
1707,1830,5.38E+01,-7.52E+03,0.0324756
1707,1831,5.38E+01,-8.64E+03,4.29E-03
1708,1831,4.12E+01,-1.15E+04,4.31E-03
1708,1820,4.12E+01,-1.21E+04,-0.03008
1709,1676,1.23E+01,6.54E+03,0.30615
1709,1836,1.23E+01,2.80E+03,-0.193639
1710,1836,-9.93E+00,-7.54E+03,-0.193515
1710,1837,-9.93E+00,-9.85E+03,0.0623724
1711,1837,-1.03E+01,-1.18E+04,0.0623675
1711,1838,-1.03E+01,-1.10E+04,-0.181518
1712,1838,1.43E+01,-3.30E+03,-0.181632
1712,1828,14.2977,-199.382,0.252318
1729,1700,-1.06E+00,1.06E+04,0.14981
1729,1853,-1.06E+00,6.13E+03,-0.0911347
1730,1853,6.76E+00,-1.30E+04,-0.0910138
1730,1854,6.76E+00,-1.46E+04,0.0274734
1731,1854,9.38E+00,-1.82E+04,0.0274532
1731,1855,9.38E+00,-1.77E+04,-0.0595044
1732,1855,2.46E+01,-5.54E+03,-0.0595704
1732,1852,2.46E+01,-1.97E+03,0.0800036
1733,1820,3.15E+01,-1.20E+04,0.0337401
1733,1860,3.15E+01,-1.11E+04,-0.0381612
1734,1860,2.42E+01,-8.07E+03,-0.0381467
1734,1861,2.42E+01,-6.65E+03,4.31E-03
1735,1861,1.89E+01,-2.26E+03,4.32E-03
1735,1862,18.9336,-437.585,-0.277843
1736,1862,1.58E+01,5.22E+03,-0.277914
1736,1852,1.58E+01,7.45E+03,0.549772
1753,1724,4.43E+00,5.16E+03,1.34E-13
1753,1877,4.43E+00,3.04E+03,-3.86E-14
1754,1877,8.54E+00,-9.70E+03,-3.84E-14
1754,1878,8.54E+00,-1.14E+04,-2.13E-14
1755,1878,5.93E+00,-1.55E+04,-2.13E-14
1755,1879,5.93E+00,-1.50E+04,-3.69E-14
1756,1879,-1.54E+00,-7.71E+03,-3.69E-14
1756,1876,-1.54E+00,-5.89E+03,2.90E-14
1757,1852,7.06E+01,9.06E+03,0.629798
1757,1884,7.06E+01,6.91E+03,-0.253389
1758,1884,5.75E+01,1.35E+03,-0.253299
1758,1885,57.5034,-377.13,0.0121532
1759,1885,5.01E+01,-4.67E+03,0.0121459
1759,1886,5.01E+01,-6.00E+03,-0.0368671
1760,1886,4.66E+01,-9.02E+03,-0.0368638
1760,1876,4.66E+01,-9.89E+03,-7.34E-03
1777,1748,-1.06E+00,1.06E+04,-0.14981
1777,1901,-1.06E+00,6.13E+03,0.0911347
1778,1901,6.76E+00,-1.30E+04,0.0910138
1778,1902,6.76E+00,-1.46E+04,-0.0274734
1779,1902,9.38E+00,-1.82E+04,-0.0274532
1779,1903,9.38E+00,-1.77E+04,0.0595044
1780,1903,2.46E+01,-5.54E+03,0.0595704
1780,1900,2.46E+01,-1.97E+03,-0.0800036
1781,1876,4.66E+01,-9.89E+03,-7.34E-03
1781,1908,4.66E+01,-9.02E+03,-0.0368638
1782,1908,5.01E+01,-6.00E+03,-0.0368671
1782,1909,5.01E+01,-4.67E+03,0.0121459
1783,1909,5.75E+01,-377.13,0.0121532
1783,1910,5.75E+01,1.35E+03,-0.253299
1784,1910,7.06E+01,6.91E+03,-0.253389
1784,1900,7.06E+01,9.06E+03,0.629798
1801,1772,4.71E+00,4.68E+03,-0.0599598
1801,1925,4.71E+00,2.73E+03,0.0192458
1802,1925,7.33E+00,-8.78E+03,0.0191607
1802,1926,7.33E+00,-1.03E+04,0.0210565
1803,1926,5.39E+00,-1.38E+04,0.0210497
1803,1927,5.39E+00,-1.34E+04,0.0237289
1804,1927,-7.59E-01,-6.83E+03,0.0238129
1804,1924,-7.59E-01,-5.19E+03,-0.0638039
1805,1900,1.58E+01,7.45E+03,0.549772
1805,1932,1.58E+01,5.22E+03,-0.277914
1806,1932,18.9336,-437.585,-0.277843
1806,1933,1.89E+01,-2.26E+03,4.32E-03
1807,1933,2.42E+01,-6.65E+03,4.31E-03
1807,1934,2.42E+01,-8.07E+03,-0.0381467
1808,1934,3.15E+01,-1.11E+04,-0.0381612
1808,1924,3.15E+01,-1.20E+04,0.0337401
1825,1796,1.23E+01,6.54E+03,-0.30615
1825,1949,1.23E+01,2.80E+03,0.193639
1826,1949,-9.93E+00,-7.54E+03,0.193515
1826,1950,-9.93E+00,-9.85E+03,-0.0623724
1827,1950,-1.03E+01,-1.18E+04,-0.0623675
1827,1951,-1.03E+01,-1.10E+04,0.181518
1828,1951,1.43E+01,-3.30E+03,0.181632
1828,1948,14.2977,-199.382,-0.252318
1829,1924,4.12E+01,-1.21E+04,-0.03008
1829,1956,4.12E+01,-1.15E+04,4.31E-03
1830,1956,5.38E+01,-8.64E+03,4.29E-03
1830,1957,5.38E+01,-7.52E+03,0.0324756
1831,1957,7.00E+01,-3.27E+03,0.0324746
1831,1958,7.00E+01,-1.74E+03,-0.0576846
1832,1958,9.14E+01,4.05E+03,-0.0577286
1832,1948,9.14E+01,6.10E+03,0.25228
1849,1972,5.59E+01,6.77E+03,-0.156731
1849,1974,5.59E+01,4.67E+03,0.0373604
1850,1974,4.26E+01,-1.34E+03,0.0373327
1850,1975,4.26E+01,-2.93E+03,-0.0197381
1851,1975,3.24E+01,-7.37E+03,-0.0197386
1851,1976,3.24E+01,-8.54E+03,-2.37E-03
1852,1976,2.45E+01,-1.16E+04,-2.38E-03
1852,1973,2.45E+01,-1.23E+04,0.0201597
1853,1973,-5.15E-01,-5.21E+03,0.0414684
1853,1982,-5.15E-01,-6.87E+03,-0.0156469
1854,1982,3.12E+00,-1.36E+04,-0.0155923
1854,1983,3.12E+00,-1.40E+04,-0.0138326
1855,1983,4.53E+00,-1.06E+04,-0.0138374
1855,1984,4.53E+00,-9.10E+03,-0.0127844
1856,1984,3.34E+00,2.30E+03,-0.0128414
1856,1981,3.34E+00,4.23E+03,0.0403339
1857,1989,5.88E+01,9.97E+03,-0.0277003
1857,1990,5.88E+01,6.90E+03,0.0268574
1858,1990,4.24E+01,-6.46E+03,0.0268426
1858,1991,4.24E+01,-8.36E+03,1.97E-03
1859,1991,3.04E+01,-1.68E+04,1.97E-03
1859,1992,3.04E+01,-1.81E+04,4.77E-03
1860,1992,2.14E+01,-2.35E+04,4.77E-03
1860,1981,2.14E+01,-2.43E+04,6.83E-04
1861,1972,9.0373,-15.9893,0.156518
1861,1997,9.04E+00,-3.16E+03,-0.111751
1862,1997,-6.46E+00,-1.11E+04,-0.11168
1862,1998,-6.46E+00,-1.19E+04,0.038482
1863,1998,-6.41E+00,-1.01E+04,0.0384864
1863,1999,-6.41E+00,-7.81E+03,-0.122211
1864,1999,7.43E+00,2.43E+03,-0.122288
1864,1989,7.43E+00,6.11E+03,0.192032
1881,2013,6.73E+00,6.59E+03,0.361657
1881,2014,6.73E+00,4.41E+03,-0.186334
1882,2014,9.40E+00,-1.11E+03,-0.186287
1882,2015,9.40E+00,-2.89E+03,1.96E-03
1883,2015,1.32E+01,-7.14E+03,1.95E-03
1883,2016,1.32E+01,-8.52E+03,-0.0255556
1884,2016,1.82E+01,-1.14E+04,-0.025565
1884,1973,1.82E+01,-1.23E+04,0.0213191
1885,2013,1.64E+01,-1.71E+03,0.0599808
1885,2022,1.64E+01,-5.35E+03,-0.0458992
1886,2022,6.18E+00,-1.78E+04,-0.0458508
1886,2023,6.18E+00,-1.83E+04,0.0215223
1887,2023,4.31E+00,-1.49E+04,0.0215365
1887,2024,4.31E+00,-1.33E+04,-0.0687508
1888,2024,-1.46E+00,5.47E+03,-0.0688412
1888,2021,-1.46E+00,9.82E+03,0.112863
1889,1981,1.41E+01,-2.37E+04,7.14E-03
1889,2029,1.41E+01,-2.27E+04,5.05E-03
1890,2029,7.19E+00,-1.60E+04,5.06E-03
1890,2030,7.19E+00,-1.44E+04,-3.04E-03
1891,2030,-9.04E-01,-4.59E+03,-3.05E-03
1891,2031,-9.04E-01,-2.40E+03,0.0591008
1892,2031,-1.17E+01,1.16E+04,0.0591369
1892,2021,-1.17E+01,1.47E+04,-0.131995
1909,2013,4.96E+01,8.62E+03,-0.421603
1909,2046,4.96E+01,6.46E+03,0.166619
1910,2046,40.3358,864.367,0.166559
1910,2047,4.03E+01,-871.271,-8.79E-03
1911,2047,3.50E+01,-5.20E+03,-8.79E-03
1911,2048,3.50E+01,-6.54E+03,0.024213
1912,2048,3.26E+01,-9.57E+03,0.0242107
1912,2045,3.26E+01,-1.04E+04,4.89E-03
1913,2045,-9.44E-01,-5.90E+03,-8.25E-15
1913,2054,-9.44E-01,-7.73E+03,-9.55E-15
1914,2054,4.34E+00,-1.52E+04,-1.27E-14
1914,2055,4.34E+00,-1.56E+04,-9.84E-15
1915,2055,5.97E+00,-1.17E+04,-1.04E-14
1915,2056,5.97E+00,-1.01E+04,-1.46E-14
1916,2056,2.76E+00,2.50E+03,-1.47E-14
1916,2053,2.76E+00,4.61E+03,8.06E-14
1917,2021,5.58E+01,1.90E+04,-0.129564
1917,2061,5.58E+01,1.58E+04,0.0584943
1918,2061,4.62E+01,1.73E+03,0.0584612
1918,2062,4.62E+01,-417.472,-2.86E-03
1919,2062,4.08E+01,-9.89E+03,-2.86E-03
1919,2063,4.08E+01,-1.15E+04,5.71E-03
1920,2063,3.82E+01,-1.78E+04,5.71E-03
1920,2053,3.82E+01,-1.88E+04,3.76E-03
1937,2077,4.96E+01,8.62E+03,0.421603
1937,2078,4.96E+01,6.46E+03,-0.166619
1938,2078,4.03E+01,864.367,-0.166559
1938,2079,40.3358,-8.71E+02,8.79E-03
1939,2079,3.50E+01,-5.20E+03,8.79E-03
1939,2080,3.50E+01,-6.54E+03,-0.024213
1940,2080,3.26E+01,-9.57E+03,-0.0242107
1940,2045,3.26E+01,-1.04E+04,-4.89E-03
1941,2077,1.64E+01,-1.71E+03,-0.0599808
1941,2086,1.64E+01,-5.35E+03,0.0458992
1942,2086,6.18E+00,-1.78E+04,0.0458508
1942,2087,6.18E+00,-1.83E+04,-0.0215223
1943,2087,4.31E+00,-1.49E+04,-0.0215365
1943,2088,4.31E+00,-1.33E+04,0.0687508
1944,2088,-1.46E+00,5.47E+03,0.0688412
1944,2085,-1.46E+00,9.82E+03,-0.112863
1945,2053,3.82E+01,-1.88E+04,3.76E-03
1945,2093,3.82E+01,-1.78E+04,5.71E-03
1946,2093,4.08E+01,-1.15E+04,5.71E-03
1946,2094,4.08E+01,-9.89E+03,-2.86E-03
1947,2094,4.62E+01,-4.17E+02,-2.86E-03
1947,2095,4.62E+01,1.73E+03,0.0584612
1948,2095,5.58E+01,1.58E+04,0.0584943
1948,2085,5.58E+01,1.90E+04,-0.129564
1965,2077,6.73E+00,6.59E+03,-0.361657
1965,2110,6.73E+00,4.41E+03,0.186334
1966,2110,9.40117,-1.11E+03,0.186287
1966,2111,9.40E+00,-2.89E+03,-1.96E-03
1967,2111,1.32E+01,-7.14E+03,-1.95E-03
1967,2112,1.32E+01,-8.52E+03,0.0255556
1968,2112,1.82E+01,-1.14E+04,0.025565
1968,2109,1.82E+01,-1.23E+04,-0.0213191
1969,2109,-5.15E-01,-5.21E+03,-0.0414684
1969,2118,-5.15E-01,-6.87E+03,0.0156469
1970,2118,3.12E+00,-1.36E+04,0.0155923
1970,2119,3.12E+00,-1.40E+04,0.0138326
1971,2119,4.53E+00,-1.06E+04,0.0138374
1971,2120,4.53E+00,-9.10E+03,0.0127844
1972,2120,3.34E+00,2.30E+03,0.0128414
1972,2117,3.34E+00,4.23E+03,-0.0403339
1973,2085,-1.17E+01,1.47E+04,-0.131995
1973,2125,-1.17E+01,1.16E+04,0.0591369
1974,2125,-9.04E-01,-2.40E+03,0.0591008
1974,2126,-9.04E-01,-4.59E+03,-3.05E-03
1975,2126,7.19E+00,-1.44E+04,-3.04E-03
1975,2127,7.19E+00,-1.60E+04,5.06E-03
1976,2127,1.41E+01,-2.27E+04,5.05E-03
1976,2117,1.41E+01,-2.37E+04,7.14E-03
1993,2141,5.59E+01,6.77E+03,0.156731
1993,2142,5.59E+01,4.67E+03,-0.0373604
1994,2142,4.26E+01,-1.34E+03,-0.0373327
1994,2143,4.26E+01,-2.93E+03,0.0197381
1995,2143,3.24E+01,-7.37E+03,0.0197386
1995,2144,3.24E+01,-8.54E+03,2.37E-03
1996,2144,2.45E+01,-1.16E+04,2.38E-03
1996,2109,2.45E+01,-1.23E+04,-0.0201597
1997,2141,9.0373,-15.9893,-0.156518
1997,2150,9.04E+00,-3.16E+03,0.111751
1998,2150,-6.46E+00,-1.11E+04,0.11168
1998,2151,-6.46E+00,-1.19E+04,-0.038482
1999,2151,-6.41E+00,-1.01E+04,-0.0384864
1999,2152,-6.41E+00,-7.81E+03,0.122211
2000,2152,7.43E+00,2.43E+03,0.122288
2000,2149,7.43E+00,6.11E+03,-0.192032
2001,2117,2.14E+01,-2.43E+04,6.83E-04
2001,2157,2.14E+01,-2.35E+04,4.77E-03
2002,2157,3.04E+01,-1.81E+04,4.77E-03
2002,2158,3.04E+01,-1.68E+04,1.97E-03
2003,2158,4.24E+01,-8.36E+03,1.97E-03
2003,2159,4.24E+01,-6.46E+03,0.0268426
2004,2159,5.88E+01,6.90E+03,0.0268574
2004,2149,5.88E+01,9.97E+03,-0.0277003
2021,1981,4.01E+00,5.65E+03,0.0338824
2021,2174,4.01E+00,4.17E+03,-0.0112881
2022,2174,6.76E+00,-4.32E+03,-0.0112404
2022,2175,6.76E+00,-5.34E+03,-0.0142891
2023,2175,7.13E+00,-5.20E+03,-0.0142904
2023,2176,7.13E+00,-4.12E+03,-0.0120561
2024,2176,4.83E+00,4.83E+03,-0.0121115
2024,2173,4.83E+00,6.41E+03,0.0398332
2025,2181,6.48E+01,9.59E+03,-3.72E-13
2025,2182,6.48E+01,6.58E+03,3.22E-13
2026,2182,4.69E+01,-6.36E+03,3.21E-13
2026,2183,4.69E+01,-8.16E+03,1.81E-14
2027,2183,3.38E+01,-1.63E+04,1.81E-14
2027,2184,3.38E+01,-1.76E+04,4.49E-14
2028,2184,2.41E+01,-2.28E+04,4.48E-14
2028,2173,2.41E+01,-2.35E+04,5.05E-14
2029,1989,1.55E+01,6.89E+03,0.219672
2029,2189,1.55E+01,4.01E+03,-0.128105
2030,2189,-1.72E+00,-4.18E+03,-0.128016
2030,2190,-1.72E+00,-5.91E+03,0.0462864
2031,2190,-2.07E+00,-5.82E+03,0.0462902
2031,2191,-2.07E+00,-4.07E+03,-0.137291
2032,2191,1.48E+01,4.20E+03,-0.137382
2032,2181,1.48E+01,7.02E+03,0.22788
2049,2021,1.08E+01,1.10E+04,0.110425
2049,2206,1.08E+01,7.30E+03,-0.0698608
2050,2206,7.84E+00,-8.46E+03,-0.0697771
2050,2207,7.84E+00,-9.80E+03,0.0275697
2051,2207,7.22E+00,-9.54E+03,0.0275682
2051,2208,7.22E+00,-8.11E+03,-0.0685932
2052,2208,5.69E+00,8.00E+03,-0.0686779
2052,2205,5.69E+00,1.17E+04,0.110493
2053,2173,1.64E+01,-2.29E+04,5.36E-14
2053,2213,1.64E+01,-2.19E+04,6.78E-14
2054,2213,9.29E+00,-1.55E+04,6.80E-14
2054,2214,9.29E+00,-1.40E+04,-2.60E-14
2055,2214,1.13E+00,-4.61E+03,-2.60E-14
2055,2215,1.13E+00,-2.52E+03,7.06E-13
2056,2215,-9.70E+00,1.10E+04,7.07E-13
2056,2205,-9.70E+00,1.41E+04,-1.56E-12
2073,2053,3.44E+00,6.22E+03,6.35E-14
2073,2230,3.44E+00,4.62E+03,-1.94E-14
2074,2230,8.27E+00,-4.64E+03,-2.01E-14
2074,2231,8.27E+00,-5.76E+03,-1.81E-14
