Element,Node,Fx[N],Mx[N.m],My[N.m],Mz[N.m]
3084,3290,-1.08E+03,3.0007,-3.17E+04,-0.35987
3084,3287,-1.08E+03,3.0007,-3.30E+04,-1.13321
3085,3287,-22.1028,-3.22151,-1.21E+04,-1.43465
3085,3296,-22.1028,-3.22151,-1.59E+04,0.524085
3086,3296,-266.563,-1.62333,-3.15E+04,0.522175
3086,3297,-266.563,-1.62333,-3.25E+04,0.502365
3087,3297,-332.068,0.337449,-2.48E+04,0.502521
3087,3298,-332.068,0.337449,-2.15E+04,0.428765
3088,3298,-177.259,0.505043,4.07E+03,0.43075
3088,3295,-177.259,0.505043,8.38E+03,-1.39995
3089,3303,-2.94E+03,0.83778,7.60E+03,-0.301749
3089,3304,-2.94E+03,0.83778,1.45E+03,0.263068
3090,3304,-2.15E+03,-0.375832,-2.49E+04,0.262871
3090,3305,-2.15E+03,-0.375832,-2.87E+04,6.76E-03
3091,3305,-1.60E+03,0.627457,-4.54E+04,6.73E-03
3091,3306,-1.60E+03,0.627457,-4.82E+04,0.0267337
3092,3306,-1.21E+03,0.250034,-5.87E+04,0.0266698
3092,3295,-1.21E+03,0.250034,-6.01E+04,0.0669841
3093,3286,-876.702,-5.90419,-4.91E+03,-8.94411
3093,3311,-876.702,-5.90419,-1.20E+04,5.29506
3094,3311,29.6564,-2.81984,-2.86E+04,5.29111
3094,3312,29.6564,-2.81984,-3.01E+04,-1.97672
3095,3312,88.0375,-2.72807,-2.53E+04,-1.97714
3095,3313,88.0375,-2.72807,-1.97E+04,6.16452
3096,3313,-649.213,0.0397837,5.64E+03,6.16863
3096,3303,-649.213,0.0397837,1.56E+04,-10.2512
3113,3327,-854.717,-2.52524,1.83E+04,-24.66
3113,3328,-854.717,-2.52524,1.24E+04,11.3478
3114,3328,-731.082,5.955,-2.27E+03,11.3445
3114,3329,-731.082,5.955,-7.01E+03,-0.302539
3115,3329,-743.15,4.90186,-1.82E+04,-0.302007
3115,3330,-743.15,4.90186,-2.19E+04,1.41036
3116,3330,-857.889,7.60141,-2.97E+04,1.41057
3116,3287,-857.889,7.60141,-3.22E+04,-0.301807
3117,3327,-1.13E+03,-0.944367,-9.98E+03,-0.94893
3117,3336,-1.13E+03,-0.944367,-1.71E+04,0.5811
3118,3336,-435.584,-0.421421,-4.18E+04,0.58018
3118,3337,-435.584,-0.421421,-4.28E+04,-0.167971
3119,3337,-343.032,0.0862487,-3.48E+04,-0.168137
3119,3338,-343.032,0.0862487,-3.10E+04,0.796809
3120,3338,-294.85,0.411661,1.19E+04,0.798018
3120,3335,-294.85,0.411661,2.18E+04,-1.39145
3121,3295,-948.439,-0.0639568,-5.72E+04,-2.51E-03
3121,3343,-948.439,-0.0639568,-5.47E+04,0.0419305
3122,3343,-758.538,-0.338033,-3.81E+04,0.0419592
3122,3344,-758.538,-0.338033,-3.41E+04,6.99E-03
3123,3344,-591.651,0.691021,-1.05E+04,7.02E-03
3123,3345,-591.651,0.691021,-5.19E+03,0.363799
3124,3345,-422.887,-0.605598,2.83E+04,0.364056
3124,3335,-422.887,-0.605598,3.59E+04,-0.757003
3141,3327,-1.34E+03,5.81401,2.14E+04,25.6087
3141,3360,-1.34E+03,5.81401,1.58E+04,-11.1795
3142,3360,-997.976,-3.1817,1.86E+03,-11.1759
3142,3361,-997.976,-3.1817,-2.45E+03,0.312715
3143,3361,-814.305,-1.37888,-1.30E+04,0.312355
3143,3362,-814.305,-1.37888,-1.63E+04,-1.43442
3144,3362,-733.278,-3.38475,-2.36E+04,-1.43425
3144,3359,-733.278,-3.38475,-2.57E+04,-0.642855
3145,3359,7.55702,-1.75E-11,-1.40E+04,-1.73E-13
3145,3368,7.55702,-1.75E-11,-1.83E+04,5.59E-13
3146,3368,-171.117,-8.89E-12,-3.59E+04,5.59E-13
3146,3369,-171.117,-8.89E-12,-3.69E+04,2.97E-13
3147,3369,-274.586,3.13E-12,-2.78E+04,2.97E-13
3147,3370,-274.586,3.13E-12,-2.40E+04,4.34E-13
3148,3370,-242.635,6.08E-12,4.86E+03,4.37E-13
3148,3367,-242.635,6.08E-12,9.68E+03,-1.72E-12
3149,3335,-1.14E+03,0.214507,4.24E+04,-0.781556
3149,3375,-1.14E+03,0.214507,3.51E+04,0.369758
3150,3375,-1.01E+03,-1.17145,3.08E+03,0.369468
3150,3376,-1.01E+03,-1.17145,-1.81E+03,5.35E-03
3151,3376,-946.154,0.11129,-2.34E+04,5.30E-03
3151,3377,-946.154,0.11129,-2.71E+04,0.0360665
3152,3377,-912.081,4.15E-03,-4.17E+04,0.035999
3152,3367,-912.081,4.15E-03,-4.38E+04,0.0330873
3169,3391,-1.34E+03,-5.81401,2.14E+04,-25.6087
3169,3392,-1.34E+03,-5.81401,1.58E+04,11.1795
3170,3392,-997.976,3.1817,1.86E+03,11.1759
3170,3393,-997.976,3.1817,-2.45E+03,-0.312715
3171,3393,-814.305,1.37888,-1.30E+04,-0.312355
3171,3394,-814.305,1.37888,-1.63E+04,1.43442
3172,3394,-733.278,3.38475,-2.36E+04,1.43425
3172,3359,-733.278,3.38475,-2.57E+04,0.642855
3173,3391,-1.13E+03,0.944367,-9.98E+03,0.94893
3173,3400,-1.13E+03,0.944367,-1.71E+04,-0.5811
3174,3400,-435.584,0.421421,-4.18E+04,-0.58018
3174,3401,-435.584,0.421421,-4.28E+04,0.167971
3175,3401,-343.032,-0.0862487,-3.48E+04,0.168137
3175,3402,-343.032,-0.0862487,-3.10E+04,-0.796809
3176,3402,-294.85,-0.411661,1.19E+04,-0.798018
3176,3399,-294.85,-0.411661,2.18E+04,1.39145
3177,3367,-912.081,-4.15E-03,-4.38E+04,0.0330873
3177,3407,-912.081,-4.15E-03,-4.17E+04,0.035999
3178,3407,-946.154,-0.11129,-2.71E+04,0.0360665
3178,3408,-946.154,-0.11129,-2.34E+04,5.30E-03
3179,3408,-1.01E+03,1.17145,-1.81E+03,5.35E-03
3179,3409,-1.01E+03,1.17145,3.08E+03,0.369468
3180,3409,-1.14E+03,-0.214507,3.51E+04,0.369758
3180,3399,-1.14E+03,-0.214507,4.24E+04,-0.781556
3197,3391,-854.717,2.52524,1.83E+04,24.66
3197,3424,-854.717,2.52524,1.24E+04,-11.3478
3198,3424,-731.082,-5.955,-2.27E+03,-11.3445
3198,3425,-731.082,-5.955,-7.01E+03,0.302539
3199,3425,-743.15,-4.90186,-1.82E+04,0.302007
3199,3426,-743.15,-4.90186,-2.19E+04,-1.41036
3200,3426,-857.889,-7.60141,-2.97E+04,-1.41057
3200,3423,-857.889,-7.60141,-3.22E+04,0.301807
3201,3423,-22.1028,3.22151,-1.21E+04,1.43465
3201,3432,-22.1028,3.22151,-1.59E+04,-0.524085
3202,3432,-266.563,1.62333,-3.15E+04,-0.522175
3202,3433,-266.563,1.62333,-3.25E+04,-0.502365
3203,3433,-332.068,-0.337449,-2.48E+04,-0.502521
3203,3434,-332.068,-0.337449,-2.15E+04,-0.428765
3204,3434,-177.259,-0.505043,4.07E+03,-0.43075
3204,3431,-177.259,-0.505043,8.38E+03,1.39995
3205,3399,-422.887,0.605598,3.59E+04,-0.757003
3205,3439,-422.887,0.605598,2.83E+04,0.364056
3206,3439,-591.651,-0.691021,-5.19E+03,0.363799
3206,3440,-591.651,-0.691021,-1.05E+04,7.02E-03
3207,3440,-758.538,0.338033,-3.41E+04,6.99E-03
3207,3441,-758.538,0.338033,-3.81E+04,0.0419592
3208,3441,-948.439,0.0639568,-5.47E+04,0.0419305
3208,3431,-948.439,0.0639568,-5.72E+04,-2.51E-03
3225,3455,-2.53E+03,-13.9331,7.39E+03,-8.94435
3225,3456,-2.53E+03,-13.9331,2.68E+03,4.50192
3226,3456,-1.87E+03,-3.50938,-1.02E+04,4.49984
3226,3457,-1.87E+03,-3.50938,-1.37E+04,-0.570597
3227,3457,-1.41E+03,-5.23999,-2.30E+04,-0.570586
3227,3458,-1.41E+03,-5.23999,-2.55E+04,0.36035
3228,3458,-1.08E+03,-3.0007,-3.17E+04,0.35987
3228,3423,-1.08E+03,-3.0007,-3.30E+04,1.13321
3229,3455,-876.702,5.90419,-4.91E+03,8.94411
3229,3464,-876.702,5.90419,-1.20E+04,-5.29506
3230,3464,29.6564,2.81984,-2.86E+04,-5.29111
3230,3465,29.6564,2.81984,-3.01E+04,1.97672
3231,3465,88.0375,2.72807,-2.53E+04,1.97714
3231,3466,88.0375,2.72807,-1.97E+04,-6.16452
3232,3466,-649.213,-0.0397837,5.64E+03,-6.16863
3232,3463,-649.213,-0.0397837,1.56E+04,10.2512
3233,3431,-1.21E+03,-0.250034,-6.01E+04,0.0669841
3233,3471,-1.21E+03,-0.250034,-5.87E+04,0.0266698
3234,3471,-1.60E+03,-0.627457,-4.82E+04,0.0267337
3234,3472,-1.60E+03,-0.627457,-4.54E+04,6.73E-03
3235,3472,-2.15E+03,0.375832,-2.87E+04,6.76E-03
3235,3473,-2.15E+03,0.375832,-2.49E+04,0.262871
3236,3473,-2.94E+03,-0.83778,1.45E+03,0.263068
3236,3463,-2.94E+03,-0.83778,7.60E+03,-0.301749
3253,3295,-175.433,-0.587263,1.21E+04,-1.33046
3253,3488,-175.433,-0.587263,8.96E+03,0.416181
3254,3488,-343.523,-0.544366,-9.01E+03,0.414317
3254,3489,-343.523,-0.544366,-1.12E+04,0.513164
3255,3489,-341.087,0.780115,-1.08E+04,0.513161
3255,3490,-341.087,0.780115,-8.46E+03,0.415519
3256,3490,-170.601,0.642916,1.08E+04,0.417377
3256,3487,-170.601,0.642916,1.43E+04,-1.32136
3257,3495,-2.86E+03,-2.20E-13,7.27E+03,-1.59E-12
3257,3496,-2.86E+03,-2.20E-13,1.26E+03,2.28E-14
3258,3496,-2.09E+03,-3.61E-13,-2.43E+04,3.52E-14
3258,3497,-2.09E+03,-3.61E-13,-2.79E+04,2.43E-13
3259,3497,-1.56E+03,1.83E-12,-4.40E+04,2.37E-13
3259,3498,-1.56E+03,1.83E-12,-4.67E+04,2.17E-13
3260,3498,-1.18E+03,1.91E-12,-5.68E+04,2.16E-13
3260,3487,-1.18E+03,1.91E-12,-5.81E+04,1.26E-12
3261,3303,-574.26,-1.19411,1.80E+04,-9.95005
3261,3503,-574.26,-1.19411,1.00E+04,6.16405
3262,3503,115.205,0.20702,-1.00E+04,6.16014
3262,3504,115.205,0.20702,-1.40E+04,-2.24175
3263,3504,107.355,0.431936,-1.38E+04,-2.2417
3263,3505,107.355,0.431936,-9.90E+03,6.05243
3264,3505,-593.226,1.28427,1.01E+04,6.05632
3264,3495,-593.226,1.28427,1.78E+04,-9.86439
3281,3335,-211.706,-0.127968,2.52E+04,-1.36701
3281,3520,-211.706,-0.127968,1.67E+04,0.801351
3282,3520,-280.932,-0.0468245,-1.90E+04,0.800193
3282,3521,-280.932,-0.0468245,-2.20E+04,-0.221606
3283,3521,-284.303,0.144855,-2.13E+04,-0.221585
3283,3522,-284.303,0.144855,-1.81E+04,0.767233
3284,3522,-240.778,0.242212,1.86E+04,0.76834
3284,3519,-240.778,0.242212,2.71E+04,-1.30698
3285,3487,-927.314,5.95E-14,-5.54E+04,2.88E-13
3285,3527,-927.314,5.95E-14,-5.30E+04,2.23E-13
3286,3527,-744.416,4.53E-12,-3.71E+04,2.21E-13
3286,3528,-744.416,4.53E-12,-3.32E+04,2.58E-13
3287,3528,-587.362,6.66E-12,-1.06E+04,2.58E-13
3287,3529,-587.362,6.66E-12,-5.63E+03,-2.04E-12
3288,3529,-425.516,1.33E-12,2.67E+04,-2.04E-12
3288,3519,-425.516,1.33E-12,3.41E+04,3.92E-12
3305,3367,-241.334,-1.08E-12,1.38E+04,-9.38E-13
3305,3544,-241.334,-1.08E-12,1.03E+04,1.52E-13
3306,3544,-295.477,-4.04E-12,-1.00E+04,1.50E-13
3306,3545,-295.477,-4.04E-12,-1.25E+04,2.67E-13
3307,3545,-294.185,5.14E-12,-1.21E+04,2.67E-13
3307,3546,-294.185,5.14E-12,-9.45E+03,2.13E-13
3308,3546,-238.742,7.68E-12,1.21E+04,2.13E-13
3308,3543,-238.742,7.68E-12,1.59E+04,-5.62E-13
3309,3519,-1.10E+03,-3.29E-12,4.05E+04,3.62E-12
3309,3551,-1.10E+03,-3.29E-12,3.33E+04,-2.07E-12
3310,3551,-980.086,-3.57E-12,2.82E+03,-2.06E-12
3310,3552,-980.086,-3.57E-12,-1.76E+03,2.32E-13
3311,3552,-912.482,-5.53E-12,-2.21E+04,2.30E-13
3311,3553,-912.482,-5.53E-12,-2.56E+04,7.39E-14
3312,3553,-880.094,-7.48E-12,-3.93E+04,7.19E-14
3312,3543,-880.094,-7.48E-12,-4.13E+04,5.66E-13
3329,3399,-211.706,0.127968,2.52E+04,1.36701
3329,3568,-211.706,0.127968,1.67E+04,-0.801351
3330,3568,-280.932,0.0468245,-1.90E+04,-0.800193
3330,3569,-280.932,0.0468245,-2.20E+04,0.221606
3331,3569,-284.303,-0.144855,-2.13E+04,0.221585
3331,3570,-284.303,-0.144855,-1.81E+04,-0.767233
3332,3570,-240.778,-0.242212,1.86E+04,-0.76834
3332,3567,-240.778,-0.242212,2.71E+04,1.30698
3333,3543,-880.094,-8.16E-12,-4.13E+04,9.75E-13
3333,3575,-880.094,-8.16E-12,-3.93E+04,2.23E-13
3334,3575,-912.482,-9.87E-12,-2.56E+04,2.24E-13
3334,3576,-912.482,-9.87E-12,-2.21E+04,-1.39E-15
3335,3576,-980.086,-9.79E-12,-1.76E+03,-1.14E-15
3335,3577,-980.086,-9.79E-12,2.82E+03,1.60E-12
3336,3577,-1.10E+03,3.13E-12,3.33E+04,1.63E-12
3336,3567,-1.10E+03,3.13E-12,4.05E+04,-4.70E-12
3353,3431,-175.433,0.587263,1.21E+04,1.33046
3353,3592,-175.433,0.587263,8.96E+03,-0.416181
3354,3592,-343.523,0.544366,-9.01E+03,-0.414317
3354,3593,-343.523,0.544366,-1.12E+04,-0.513164
3355,3593,-341.087,-0.780115,-1.08E+04,-0.513161
3355,3594,-341.087,-0.780115,-8.46E+03,-0.415519
3356,3594,-170.601,-0.642916,1.08E+04,-0.417377
3356,3591,-170.601,-0.642916,1.43E+04,1.32136
3357,3567,-425.516,5.24E-13,3.41E+04,-4.34E-12
3357,3599,-425.516,5.24E-13,2.67E+04,1.67E-12
3358,3599,-587.362,4.91E-12,-5.63E+03,1.67E-12
3358,3600,-587.362,4.91E-12,-1.06E+04,9.69E-14
3359,3600,-744.416,3.34E-12,-3.32E+04,9.49E-14
3359,3601,-744.416,3.34E-12,-3.71E+04,6.01E-13
3360,3601,-927.314,3.94E-12,-5.30E+04,6.01E-13
3360,3591,-927.314,3.94E-12,-5.54E+04,2.78E-13
3377,3463,-574.26,1.19411,1.80E+04,9.95005
3377,3616,-574.26,1.19411,1.00E+04,-6.16405
3378,3616,115.205,-0.20702,-1.00E+04,-6.16014
3378,3617,115.205,-0.20702,-1.40E+04,2.24175
3379,3617,107.355,-0.431936,-1.38E+04,2.2417
3379,3618,107.355,-0.431936,-9.90E+03,-6.05243
3380,3618,-593.226,-1.28427,1.01E+04,-6.05632
3380,3615,-593.226,-1.28427,1.78E+04,9.86439
3381,3591,-1.18E+03,3.08E-12,-5.81E+04,1.64E-12
3381,3623,-1.18E+03,3.08E-12,-5.68E+04,2.56E-13
3382,3623,-1.56E+03,5.26E-12,-4.67E+04,2.60E-13
3382,3624,-1.56E+03,5.26E-12,-4.40E+04,2.85E-13
3383,3624,-2.09E+03,8.36E-12,-2.79E+04,2.86E-13
3383,3625,-2.09E+03,8.36E-12,-2.43E+04,6.87E-13
3384,3625,-2.86E+03,7.79E-12,1.26E+03,6.87E-13
3384,3615,-2.86E+03,7.79E-12,7.27E+03,-2.66E-12
3401,3487,-170.601,-0.642916,1.43E+04,-1.32136
3401,3640,-170.601,-0.642916,1.08E+04,0.417377
3402,3640,-341.087,-0.780115,-8.46E+03,0.415519
3402,3641,-341.087,-0.780115,-1.08E+04,0.513161
3403,3641,-343.523,0.544366,-1.12E+04,0.513164
3403,3642,-343.523,0.544366,-9.01E+03,0.414317
3404,3642,-175.433,0.587263,8.96E+03,0.416181
3404,3639,-175.433,0.587263,1.21E+04,-1.33046
3405,3647,-2.94E+03,-0.83778,7.60E+03,0.301749
3405,3648,-2.94E+03,-0.83778,1.45E+03,-0.263068
3406,3648,-2.15E+03,0.375832,-2.49E+04,-0.262871
3406,3649,-2.15E+03,0.375832,-2.87E+04,-6.76E-03
3407,3649,-1.60E+03,-0.627457,-4.54E+04,-6.73E-03
3407,3650,-1.60E+03,-0.627457,-4.82E+04,-0.0267337
3408,3650,-1.21E+03,-0.250034,-5.87E+04,-0.0266698
3408,3639,-1.21E+03,-0.250034,-6.01E+04,-0.0669841
3409,3495,-593.226,-1.28427,1.78E+04,-9.86439
3409,3655,-593.226,-1.28427,1.01E+04,6.05632
3410,3655,107.355,-0.431936,-9.90E+03,6.05243
3410,3656,107.355,-0.431936,-1.38E+04,-2.2417
3411,3656,115.205,-0.20702,-1.40E+04,-2.24175
3411,3657,115.205,-0.20702,-1.00E+04,6.16014
3412,3657,-574.26,1.19411,1.00E+04,6.16405
3412,3647,-574.26,1.19411,1.80E+04,-9.95005
3429,3519,-240.778,-0.242212,2.71E+04,-1.30698
3429,3672,-240.778,-0.242212,1.86E+04,0.76834
3430,3672,-284.303,-0.144855,-1.81E+04,0.767233
3430,3673,-284.303,-0.144855,-2.13E+04,-0.221585
3431,3673,-280.932,0.0468245,-2.20E+04,-0.221606
3431,3674,-280.932,0.0468245,-1.90E+04,0.800193
3432,3674,-211.706,0.127968,1.67E+04,0.801351
3432,3671,-211.706,0.127968,2.52E+04,-1.36701
3433,3639,-948.439,0.0639568,-5.72E+04,2.51E-03
3433,3679,-948.439,0.0639568,-5.47E+04,-0.0419305
3434,3679,-758.538,0.338033,-3.81E+04,-0.0419592
3434,3680,-758.538,0.338033,-3.41E+04,-6.99E-03
3435,3680,-591.651,-0.691021,-1.05E+04,-7.02E-03
3435,3681,-591.651,-0.691021,-5.19E+03,-0.363799
3436,3681,-422.887,0.605598,2.83E+04,-0.364056
3436,3671,-422.887,0.605598,3.59E+04,0.757003
3453,3543,-238.742,1.17E-12,1.59E+04,-9.72E-13
3453,3696,-238.742,1.17E-12,1.21E+04,1.92E-13
3454,3696,-294.185,2.51E-12,-9.45E+03,1.90E-13
3454,3697,-294.185,2.51E-12,-1.21E+04,1.24E-13
3455,3697,-295.477,4.42E-12,-1.25E+04,1.24E-13
3455,3698,-295.477,4.42E-12,-1.00E+04,1.17E-14
3456,3698,-241.334,-1.07E-12,1.03E+04,1.18E-14
3456,3695,-241.334,-1.07E-12,1.38E+04,-8.45E-14
3457,3671,-1.14E+03,-0.214507,4.24E+04,0.781556
3457,3703,-1.14E+03,-0.214507,3.51E+04,-0.369758
3458,3703,-1.01E+03,1.17145,3.08E+03,-0.369468
3458,3704,-1.01E+03,1.17145,-1.81E+03,-5.35E-03
3459,3704,-946.154,-0.11129,-2.34E+04,-5.30E-03
3459,3705,-946.154,-0.11129,-2.71E+04,-0.0360665
3460,3705,-912.081,-4.15E-03,-4.17E+04,-0.035999
3460,3695,-912.081,-4.15E-03,-4.38E+04,-0.0330873
3477,3567,-240.778,0.242212,2.71E+04,1.30698
3477,3720,-240.778,0.242212,1.86E+04,-0.76834
3478,3720,-284.303,0.144855,-1.81E+04,-0.767233
3478,3721,-284.303,0.144855,-2.13E+04,0.221585
3479,3721,-280.932,-0.0468245,-2.20E+04,0.221606
3479,3722,-280.932,-0.0468245,-1.90E+04,-0.800193
3480,3722,-211.706,-0.127968,1.67E+04,-0.801351
3480,3719,-211.706,-0.127968,2.52E+04,1.36701
3481,3695,-912.081,4.15E-03,-4.38E+04,-0.0330873
3481,3727,-912.081,4.15E-03,-4.17E+04,-0.035999
3482,3727,-946.154,0.11129,-2.71E+04,-0.0360665
3482,3728,-946.154,0.11129,-2.34E+04,-5.30E-03
3483,3728,-1.01E+03,-1.17145,-1.81E+03,-5.35E-03
3483,3729,-1.01E+03,-1.17145,3.08E+03,-0.369468
3484,3729,-1.14E+03,0.214507,3.51E+04,-0.369758
3484,3719,-1.14E+03,0.214507,4.24E+04,0.781556
3501,3591,-170.601,0.642916,1.43E+04,1.32136
3501,3744,-170.601,0.642916,1.08E+04,-0.417377
3502,3744,-341.087,0.780115,-8.46E+03,-0.415519
3502,3745,-341.087,0.780115,-1.08E+04,-0.513161
3503,3745,-343.523,-0.544366,-1.12E+04,-0.513164
3503,3746,-343.523,-0.544366,-9.01E+03,-0.414317
3504,3746,-175.433,-0.587263,8.96E+03,-0.416181
3504,3743,-175.433,-0.587263,1.21E+04,1.33046
3505,3719,-422.887,-0.605598,3.59E+04,0.757003
3505,3751,-422.887,-0.605598,2.83E+04,-0.364056
3506,3751,-591.651,0.691021,-5.19E+03,-0.363799
3506,3752,-591.651,0.691021,-1.05E+04,-7.02E-03
3507,3752,-758.538,-0.338033,-3.41E+04,-6.99E-03
3507,3753,-758.538,-0.338033,-3.81E+04,-0.0419592
3508,3753,-948.439,-0.0639568,-5.47E+04,-0.0419305
3508,3743,-948.439,-0.0639568,-5.72E+04,2.51E-03
3525,3615,-593.226,1.28427,1.78E+04,9.86439
3525,3768,-593.226,1.28427,1.01E+04,-6.05632
3526,3768,107.355,0.431936,-9.90E+03,-6.05243
3526,3769,107.355,0.431936,-1.38E+04,2.2417
3527,3769,115.205,0.20702,-1.40E+04,2.24175
3527,3770,115.205,0.20702,-1.00E+04,-6.16014
3528,3770,-574.26,-1.19411,1.00E+04,-6.16405
3528,3767,-574.26,-1.19411,1.80E+04,9.95005
3529,3743,-1.21E+03,0.250034,-6.01E+04,-0.0669841
3529,3775,-1.21E+03,0.250034,-5.87E+04,-0.0266698
3530,3775,-1.60E+03,0.627457,-4.82E+04,-0.0267337
3530,3776,-1.60E+03,0.627457,-4.54E+04,-6.73E-03
3531,3776,-2.15E+03,-0.375832,-2.87E+04,-6.76E-03
3531,3777,-2.15E+03,-0.375832,-2.49E+04,-0.262871
3532,3777,-2.94E+03,0.83778,1.45E+03,-0.263068
3532,3767,-2.94E+03,0.83778,7.60E+03,0.301749
3549,3639,-177.259,-0.505043,8.38E+03,-1.39995
3549,3792,-177.259,-0.505043,4.07E+03,0.43075
3550,3792,-332.068,-0.337449,-2.15E+04,0.428765
3550,3793,-332.068,-0.337449,-2.48E+04,0.502521
3551,3793,-266.563,1.62333,-3.25E+04,0.502365
3551,3794,-266.563,1.62333,-3.15E+04,0.522175
3552,3794,-22.1028,3.22151,-1.59E+04,0.524085
3552,3791,-22.1028,3.22151,-1.21E+04,-1.43465
3553,3799,-2.53E+03,-13.9331,7.39E+03,-8.94435
3553,3800,-2.53E+03,-13.9331,2.68E+03,4.50192
3554,3800,-1.87E+03,-3.50938,-1.02E+04,4.49984
3554,3801,-1.87E+03,-3.50938,-1.37E+04,-0.570597
3555,3801,-1.41E+03,-5.23999,-2.30E+04,-0.570586
3555,3802,-1.41E+03,-5.23999,-2.55E+04,0.36035
3556,3802,-1.08E+03,-3.0007,-3.17E+04,0.35987
3556,3791,-1.08E+03,-3.0007,-3.30E+04,1.13321
3557,3647,-649.213,-0.0397837,1.56E+04,-10.2512
3557,3807,-649.213,-0.0397837,5.64E+03,6.16863
3558,3807,88.0375,2.72807,-1.97E+04,6.16452
3558,3808,88.0375,2.72807,-2.53E+04,-1.97714
3559,3808,29.6564,2.81984,-3.01E+04,-1.97672
3559,3809,29.6564,2.81984,-2.86E+04,5.29111
3560,3809,-876.702,5.90419,-1.20E+04,5.29506
3560,3799,-876.702,5.90419,-4.91E+03,-8.94411
3577,3671,-294.85,-0.411661,2.18E+04,-1.39145
3577,3824,-294.85,-0.411661,1.19E+04,0.798018
3578,3824,-343.032,-0.0862487,-3.10E+04,0.796809
3578,3825,-343.032,-0.0862487,-3.48E+04,-0.168137
3579,3825,-435.584,0.421421,-4.28E+04,-0.167971
3579,3826,-435.584,0.421421,-4.18E+04,0.58018
3580,3826,-1.13E+03,0.944367,-1.71E+04,0.5811
3580,3823,-1.13E+03,0.944367,-9.98E+03,-0.94893
3581,3791,-857.889,-7.60141,-3.22E+04,-0.301807
3581,3831,-857.889,-7.60141,-2.97E+04,1.41057
3582,3831,-743.15,-4.90186,-2.19E+04,1.41036
3582,3832,-743.15,-4.90186,-1.82E+04,-0.302007
3583,3832,-731.082,-5.955,-7.01E+03,-0.302539
3583,3833,-731.082,-5.955,-2.27E+03,11.3445
3584,3833,-854.717,2.52524,1.24E+04,11.3478
3584,3823,-854.717,2.52524,1.83E+04,-24.66
3601,3695,-242.635,-8.20E-12,9.68E+03,-6.73E-13
3601,3848,-242.635,-8.20E-12,4.86E+03,1.95E-13
3602,3848,-274.586,-2.09E-12,-2.40E+04,1.93E-13
3602,3849,-274.586,-2.09E-12,-2.78E+04,1.29E-13
3603,3849,-171.117,6.48E-12,-3.69E+04,1.29E-13
3603,3850,-171.117,6.48E-12,-3.59E+04,3.62E-13
3604,3850,7.55702,9.69E-12,-1.83E+04,3.64E-13
3604,3847,7.55702,9.69E-12,-1.40E+04,-2.26E-13
3605,3823,-1.34E+03,-5.81401,2.14E+04,-25.6087
3605,3855,-1.34E+03,-5.81401,1.58E+04,11.1795
3606,3855,-997.976,3.1817,1.86E+03,11.1759
3606,3856,-997.976,3.1817,-2.45E+03,-0.312715
3607,3856,-814.305,1.37888,-1.30E+04,-0.312355
3607,3857,-814.305,1.37888,-1.63E+04,1.43442
3608,3857,-733.278,3.38475,-2.36E+04,1.43425
3608,3847,-733.278,3.38475,-2.57E+04,0.642855
3625,3719,-294.85,0.411661,2.18E+04,1.39145
3625,3872,-294.85,0.411661,1.19E+04,-0.798018
3626,3872,-343.032,0.0862487,-3.10E+04,-0.796809
3626,3873,-343.032,0.0862487,-3.48E+04,0.168137
3627,3873,-435.584,-0.421421,-4.28E+04,0.167971
3627,3874,-435.584,-0.421421,-4.18E+04,-0.58018
3628,3874,-1.13E+03,-0.944367,-1.71E+04,-0.5811
3628,3871,-1.13E+03,-0.944367,-9.98E+03,0.94893
3629,3847,-733.278,-3.38475,-2.57E+04,0.642855
3629,3879,-733.278,-3.38475,-2.36E+04,1.43425
3630,3879,-814.305,-1.37888,-1.63E+04,1.43442
3630,3880,-814.305,-1.37888,-1.30E+04,-0.312355
3631,3880,-997.976,-3.1817,-2.45E+03,-0.312715
3631,3881,-997.976,-3.1817,1.86E+03,11.1759
3632,3881,-1.34E+03,5.81401,1.58E+04,11.1795
3632,3871,-1.34E+03,5.81401,2.14E+04,-25.6087
3649,3743,-177.259,0.505043,8.38E+03,1.39995
3649,3896,-177.259,0.505043,4.07E+03,-0.43075
3650,3896,-332.068,0.337449,-2.15E+04,-0.428765
3650,3897,-332.068,0.337449,-2.48E+04,-0.502521
3651,3897,-266.563,-1.62333,-3.25E+04,-0.502365
3651,3898,-266.563,-1.62333,-3.15E+04,-0.522175
3652,3898,-22.1028,-3.22151,-1.59E+04,-0.524085
3652,3895,-22.1028,-3.22151,-1.21E+04,1.43465
3653,3871,-854.717,-2.52524,1.83E+04,-24.66
3653,3903,-854.717,-2.52524,1.24E+04,11.3478
3654,3903,-731.082,5.955,-2.27E+03,11.3445
3654,3904,-731.082,5.955,-7.01E+03,-0.302539
3655,3904,-743.15,4.90186,-1.82E+04,-0.302007
3655,3905,-743.15,4.90186,-2.19E+04,1.41036
3656,3905,-857.889,7.60141,-2.97E+04,1.41057
3656,3895,-857.889,7.60141,-3.22E+04,-0.301807
3673,3767,-649.213,0.0397837,1.56E+04,10.2512
3673,3920,-649.213,0.0397837,5.64E+03,-6.16863
3674,3920,88.0375,-2.72807,-1.97E+04,-6.16452
3674,3921,88.0375,-2.72807,-2.53E+04,1.97714
