Element,Node,Fx[N],Mx[N.m],My[N.m],Mz[N.m]
1268,1359,72.7767,6.25011,-2.60E+04,-0.0854591
1268,1316,72.7767,6.25011,-2.82E+04,0.0789131
1269,1356,54.4478,-0.734759,-4.35E+03,0.183216
1269,1365,54.4478,-0.734759,-1.24E+04,-0.135856
1270,1365,20.9391,-0.252006,-3.96E+04,-0.135704
1270,1366,20.9391,-0.252006,-4.05E+04,0.0615558
1271,1366,15.3884,0.170548,-3.25E+04,0.0615992
1271,1367,15.3884,0.170548,-2.89E+04,-0.202629
1272,1367,-1.81941,0.483095,1.40E+04,-0.202897
1272,1364,-1.81941,0.483095,2.40E+04,0.332568
1273,1324,52.9506,-0.172168,-5.30E+04,0.021854
1273,1372,52.9506,-0.172168,-5.05E+04,0.0136639
1274,1372,31.0785,-0.335932,-3.44E+04,0.013676
1274,1373,31.0785,-0.335932,-3.05E+04,-9.61E-03
1275,1373,6.29783,0.877093,-7.28E+03,-9.63E-03
1275,1374,6.29783,0.877093,-2.10E+03,0.170234
1276,1374,-26.0913,-0.551536,3.08E+04,0.170338
1276,1364,-26.0913,-0.551536,3.83E+04,-0.383151
1293,1356,161.5,8.30602,2.17E+04,-1.40389
1293,1389,161.5,8.30602,1.65E+04,0.5627
1294,1389,131.952,-1.54623,3.35E+03,0.562499
1294,1390,131.952,-1.54623,-749.374,-0.0278933
1295,1390,115.104,-0.252663,-1.09E+04,-0.0278774
1295,1391,115.104,-0.252663,-1.40E+04,0.0821217
1296,1391,107.326,-2.94665,-2.11E+04,0.0821143
1296,1388,107.326,-2.94665,-2.31E+04,0.0148511
1297,1388,-3.61887,-1.86E-11,-1.30E+04,8.27E-14
1297,1397,-3.61887,-1.86E-11,-1.71E+04,1.24E-14
1298,1397,13.3812,-7.48E-12,-3.33E+04,1.25E-14
1298,1398,13.3812,-7.48E-12,-3.43E+04,-1.81E-14
1299,1398,19.4319,3.30E-12,-2.51E+04,-1.81E-14
1299,1399,19.4319,3.30E-12,-2.14E+04,-2.35E-14
1300,1399,10.3973,1.15E-11,6.98E+03,-2.36E-14
1300,1396,10.3973,1.15E-11,1.17E+04,1.02E-13
1301,1364,171.374,0.130036,4.55E+04,-0.375129
1301,1404,171.374,0.130036,3.82E+04,0.168323
1302,1404,143.044,-1.42793,6.05E+03,0.168228
1302,1405,143.044,-1.42793,1.13E+03,-9.10E-03
1303,1405,126.965,4.12E-03,-2.06E+04,-9.08E-03
1303,1406,126.965,4.12E-03,-2.43E+04,0.0158217
1304,1406,119.263,-0.0312641,-3.89E+04,0.0158194
1304,1396,119.263,-0.0312641,-4.11E+04,0.0103647
1321,1420,161.5,-8.30602,2.17E+04,1.40389
1321,1421,161.5,-8.30602,1.65E+04,-0.5627
1322,1421,131.952,1.54623,3.35E+03,-0.562499
1322,1422,131.952,1.54623,-749.374,0.0278933
1323,1422,115.104,0.252663,-1.09E+04,0.0278774
1323,1423,115.104,0.252663,-1.40E+04,-0.0821217
1324,1423,107.326,2.94665,-2.11E+04,-0.0821143
1324,1388,107.326,2.94665,-2.31E+04,-0.0148511
1325,1420,54.4478,0.734759,-4.35E+03,-0.183216
1325,1429,54.4478,0.734759,-1.24E+04,0.135856
1326,1429,20.9391,0.252006,-3.96E+04,0.135704
1326,1430,20.9391,0.252006,-4.05E+04,-0.0615558
1327,1430,15.3884,-0.170548,-3.25E+04,-0.0615992
1327,1431,15.3884,-0.170548,-2.89E+04,0.202629
1328,1431,-1.81941,-0.483095,1.40E+04,0.202897
1328,1428,-1.81941,-0.483095,2.40E+04,-0.332568
1329,1396,119.263,0.0312641,-4.11E+04,0.0103647
1329,1436,119.263,0.0312641,-3.89E+04,0.0158194
1330,1436,126.965,-4.12E-03,-2.43E+04,0.0158217
1330,1437,126.965,-4.12E-03,-2.06E+04,-9.08E-03
1331,1437,143.044,1.42793,1.13E+03,-9.10E-03
1331,1438,143.044,1.42793,6.05E+03,0.168228
1332,1438,171.374,-0.130036,3.82E+04,0.168323
1332,1428,171.374,-0.130036,4.55E+04,-0.375129
1349,1420,35.8232,5.70687,1.80E+04,-1.22062
1349,1453,35.8232,5.70687,1.27E+04,0.618962
1350,1453,43.5277,-3.42703,-788.566,0.618807
1350,1454,43.5277,-3.42703,-5.12E+03,-9.63E-03
1351,1454,55.8965,-2.82564,-1.55E+04,-9.59E-03
1351,1455,55.8965,-2.82564,-1.89E+04,0.0854253
1352,1455,72.7767,-6.25011,-2.60E+04,0.0854591
1352,1452,72.7767,-6.25011,-2.82E+04,-0.0789131
1353,1452,-1.84244,2.60261,-1.15E+04,-0.146443
1353,1461,-1.84244,2.60261,-1.51E+04,0.0540502
1354,1461,12.1186,1.23799,-2.98E+04,0.0538575
1354,1462,12.1186,1.23799,-3.07E+04,0.047578
1355,1462,16.5032,-0.411695,-2.27E+04,0.047592
1355,1463,16.5032,-0.411695,-1.94E+04,0.0433564
1356,1463,10.6809,-0.539864,6.23E+03,0.0435459
1356,1460,10.6809,-0.539864,1.06E+04,-0.133202
1357,1428,-26.0913,0.551536,3.83E+04,-0.383151
1357,1468,-26.0913,0.551536,3.08E+04,0.170338
1358,1468,6.29783,-0.877093,-2.10E+03,0.170234
1358,1469,6.29783,-0.877093,-7.28E+03,-9.63E-03
1359,1469,31.0785,0.335932,-3.05E+04,-9.61E-03
1359,1470,31.0785,0.335932,-3.44E+04,0.013676
1360,1470,52.9506,0.172168,-5.05E+04,0.0136639
1360,1460,52.9506,0.172168,-5.30E+04,0.021854
1377,1484,209.958,-18.5607,1.42E+04,0.577103
1377,1485,209.958,-18.5607,9.30E+03,-0.130476
1378,1485,160.964,-4.72783,-4.26E+03,-0.130375
1378,1486,160.964,-4.72783,-7.88E+03,0.0752339
1379,1486,123.808,-5.37778,-1.78E+04,0.0752364
1379,1487,123.808,-5.37778,-2.04E+04,0.0106795
1380,1487,94.9892,-2.41954,-2.70E+04,0.0107201
1380,1452,94.9892,-2.41954,-2.85E+04,-0.0675668
1381,1484,32.5382,7.71101,-348.551,-0.577197
1381,1493,32.5382,7.71101,-7.69E+03,0.41546
1382,1493,-23.6239,2.20017,-2.54E+04,0.4152
1382,1494,-23.6239,2.20017,-2.72E+04,-0.140387
1383,1494,-22.7462,1.52272,-2.27E+04,-0.140395
1383,1495,-22.7462,1.52272,-1.73E+04,0.430454
1384,1495,26.4565,-2.27215,6.86E+03,0.430727
1384,1492,26.4565,-2.27215,1.58E+04,-0.677698
1385,1460,77.0712,-0.0243605,-5.50E+04,-5.56E-04
1385,1500,77.0712,-0.0243605,-5.34E+04,0.0141174
1386,1500,107.675,-0.281303,-4.17E+04,0.0141122
1386,1501,107.675,-0.281303,-3.88E+04,5.80E-03
1387,1501,148.894,1.0098,-2.03E+04,5.79E-03
1387,1502,148.894,1.0098,-1.62E+04,0.0773193
1388,1502,205.79,-0.39611,1.32E+04,0.077362
1388,1492,205.79,-0.39611,2.00E+04,-0.0769645
1405,1324,12.4995,-0.359029,1.37E+04,0.110796
1405,1517,12.4995,-0.359029,1.04E+04,-0.0371053
1406,1517,22.6774,-0.405446,-8.81E+03,-0.0369487
1406,1518,22.6774,-0.405446,-1.11E+04,-0.0472224
1407,1518,23.7696,0.558326,-1.13E+04,-0.0472264
1407,1519,23.7696,0.558326,-8.95E+03,-0.0394446
1408,1519,14.9238,0.451325,1.05E+04,-0.0396252
1408,1516,14.9238,0.451325,1.40E+04,0.129348
1409,1524,221.398,5.83E-12,1.91E+04,8.52E-13
1409,1525,221.398,5.83E-12,1.25E+04,-1.11E-13
1410,1525,160.474,2.96E-12,-1.56E+04,-1.10E-13
1410,1526,160.474,2.96E-12,-1.95E+04,-9.80E-14
1411,1526,116.522,5.72E-13,-3.70E+04,-9.71E-14
1411,1527,116.522,5.72E-13,-3.98E+04,-1.21E-13
1412,1527,84.2089,1.41E-12,-5.10E+04,-1.21E-13
1412,1516,84.2089,1.41E-12,-5.25E+04,-6.28E-13
1413,1332,49.8559,-2.61173,1.73E+04,0.754711
1413,1532,49.8559,-2.61173,1.02E+04,-0.444648
1414,1532,-7.87168,-0.399745,-9.22E+03,-0.444345
1414,1533,-7.87168,-0.399745,-1.33E+04,0.160539
1415,1533,-8.63829,0.967003,-1.34E+04,0.160549
1415,1534,-8.63829,0.967003,-9.49E+03,-0.468266
1416,1534,48.2058,2.77383,9.52E+03,-0.468576
1416,1524,48.2058,2.77383,1.63E+04,0.774344
1433,1364,33.5456,-0.167475,2.62E+04,0.324558
1433,1549,33.5456,-0.167475,1.77E+04,-0.204982
1434,1549,25.5041,-0.0727349,-1.83E+04,-0.204734
1434,1550,25.5041,-0.0727349,-2.14E+04,0.079205
1435,1550,23.6932,0.128918,-2.13E+04,0.0791997
1435,1551,23.6932,0.128918,-1.81E+04,-0.20025
1436,1551,18.7692,0.264526,1.77E+04,-0.2005
1436,1548,18.7692,0.264526,2.60E+04,0.323499
1437,1516,59.0817,-1.39E-12,-5.06E+04,-2.03E-13
1437,1556,59.0817,-1.39E-12,-4.83E+04,-1.91E-13
1438,1556,36.6958,-3.78E-12,-3.31E+04,-1.90E-13
1438,1557,36.6958,-3.78E-12,-2.94E+04,-6.58E-14
1439,1557,11.8388,-2.26E-12,-7.54E+03,-6.52E-14
1439,1558,11.8388,-2.26E-12,-2.69E+03,-1.17E-13
1440,1558,-20.4327,-1.56E-12,2.87E+04,-1.17E-13
1440,1548,-20.4327,-1.56E-12,3.59E+04,6.24E-13
1457,1396,12.5077,3.11E-12,1.52E+04,1.25E-13
1457,1573,12.5077,3.11E-12,1.16E+04,-4.39E-14
1458,1573,26.801,-3.82E-12,-9.40E+03,-4.37E-14
1458,1574,26.801,-3.82E-12,-1.20E+04,-3.39E-14
1459,1574,27.6568,1.48E-12,-1.22E+04,-3.39E-14
1459,1575,27.6568,1.48E-12,-9.66E+03,-2.81E-14
1460,1575,15.2161,3.00E-12,1.14E+04,-2.83E-14
1460,1572,15.2161,3.00E-12,1.50E+04,1.35E-13
1461,1548,170.626,-8.68E-13,4.28E+04,7.10E-13
1461,1580,170.626,-8.68E-13,3.57E+04,-8.97E-14
1462,1580,142.653,-3.11E-13,5.46E+03,-9.01E-14
1462,1581,142.653,-3.11E-13,936.649,-2.98E-14
1463,1581,126.727,7.47E-14,-1.92E+04,-2.99E-14
1463,1582,126.727,7.47E-14,-2.26E+04,-7.92E-14
1464,1582,119.073,2.10E-13,-3.62E+04,-7.90E-14
1464,1572,119.073,2.10E-13,-3.82E+04,-3.52E-13
1481,1428,33.5456,0.167475,2.62E+04,-0.324558
1481,1597,33.5456,0.167475,1.77E+04,0.204982
1482,1597,25.5041,0.0727349,-1.83E+04,0.204734
1482,1598,25.5041,0.0727349,-2.14E+04,-0.079205
1483,1598,23.6932,-0.128918,-2.13E+04,-0.0791997
1483,1599,23.6932,-0.128918,-1.81E+04,0.20025
1484,1599,18.7692,-0.264526,1.77E+04,0.2005
1484,1596,18.7692,-0.264526,2.60E+04,-0.323499
1485,1572,119.073,9.92E-13,-3.82E+04,-3.65E-13
1485,1604,119.073,9.92E-13,-3.62E+04,-4.11E-14
1486,1604,126.727,1.80E-12,-2.26E+04,-3.96E-14
1486,1605,126.727,1.80E-12,-1.92E+04,-7.04E-14
1487,1605,142.653,1.51E-12,936.649,-7.07E-14
1487,1606,142.653,1.51E-12,5.46E+03,5.16E-13
1488,1606,170.626,-1.48E-12,3.57E+04,5.17E-13
1488,1596,170.626,-1.48E-12,4.28E+04,-7.11E-13
1505,1460,12.4995,0.359029,1.37E+04,-0.110796
1505,1621,12.4995,0.359029,1.04E+04,0.0371053
1506,1621,22.6774,0.405446,-8.81E+03,0.0369487
1506,1622,22.6774,0.405446,-1.11E+04,0.0472224
1507,1622,23.7696,-0.558326,-1.13E+04,0.0472264
1507,1623,23.7696,-0.558326,-8.95E+03,0.0394446
1508,1623,14.9238,-0.451325,1.05E+04,0.0396252
1508,1620,14.9238,-0.451325,1.40E+04,-0.129348
1509,1596,-20.4327,1.22E-13,3.59E+04,-4.70E-13
1509,1628,-20.4327,1.22E-13,2.87E+04,3.08E-13
1510,1628,11.8388,-1.62E-12,-2.69E+03,3.46E-13
1510,1629,11.8388,-1.62E-12,-7.54E+03,-7.24E-14
1511,1629,36.6958,-1.47E-13,-2.94E+04,-7.24E-14
1511,1630,36.6958,-1.47E-13,-3.31E+04,-8.67E-14
1512,1630,59.0817,-5.30E-13,-4.83E+04,-1.11E-13
1512,1620,59.0817,-5.30E-13,-5.06E+04,-1.64E-13
1529,1492,49.8559,2.61173,1.73E+04,-0.754711
1529,1645,49.8559,2.61173,1.02E+04,0.444648
1530,1645,-7.87168,0.399745,-9.22E+03,0.444345
1530,1646,-7.87168,0.399745,-1.33E+04,-0.160539
1531,1646,-8.63829,-0.967003,-1.34E+04,-0.160549
1531,1647,-8.63829,-0.967003,-9.49E+03,0.468266
1532,1647,48.2058,-2.77383,9.52E+03,0.468576
1532,1644,48.2058,-2.77383,1.63E+04,-0.774344
1533,1620,84.2089,-8.56E-13,-5.25E+04,-6.34E-13
1533,1652,84.2089,-8.56E-13,-5.10E+04,-2.00E-13
1534,1652,116.522,3.36E-13,-3.98E+04,-1.58E-13
1534,1653,116.522,3.36E-13,-3.70E+04,-5.89E-14
1535,1653,160.474,3.39E-12,-1.95E+04,-1.30E-13
1535,1654,160.474,3.39E-12,-1.56E+04,-5.28E-13
1536,1654,221.398,3.03E-12,1.25E+04,-5.29E-13
1536,1644,221.398,3.03E-12,1.91E+04,1.27E-12
1553,1516,14.9238,-0.451325,1.40E+04,0.129348
1553,1669,14.9238,-0.451325,1.05E+04,-0.0396252
1554,1669,23.7696,-0.558326,-8.95E+03,-0.0394446
1554,1670,23.7696,-0.558326,-1.13E+04,-0.0472264
1555,1670,22.6774,0.405446,-1.11E+04,-0.0472224
1555,1671,22.6774,0.405446,-8.81E+03,-0.0369487
1556,1671,12.4995,0.359029,1.04E+04,-0.0371053
1556,1668,12.4995,0.359029,1.37E+04,0.110796
1557,1676,205.79,-0.39611,2.00E+04,0.0769645
1557,1677,205.79,-0.39611,1.32E+04,-0.077362
1558,1677,148.894,1.0098,-1.62E+04,-0.0773193
1558,1678,148.894,1.0098,-2.03E+04,-5.79E-03
1559,1678,107.675,-0.281303,-3.88E+04,-5.80E-03
1559,1679,107.675,-0.281303,-4.17E+04,-0.0141122
1560,1679,77.0712,-0.0243605,-5.34E+04,-0.0141174
1560,1668,77.0712,-0.0243605,-5.50E+04,5.56E-04
1561,1524,48.2058,-2.77383,1.63E+04,0.774344
1561,1684,48.2058,-2.77383,9.52E+03,-0.468576
1562,1684,-8.63829,-0.967003,-9.49E+03,-0.468266
1562,1685,-8.63829,-0.967003,-1.34E+04,0.160549
1563,1685,-7.87168,0.399745,-1.33E+04,0.160539
1563,1686,-7.87168,0.399745,-9.22E+03,-0.444345
1564,1686,49.8559,2.61173,1.02E+04,-0.444648
1564,1676,49.8559,2.61173,1.73E+04,0.754711
1581,1548,18.7692,-0.264526,2.60E+04,0.323499
1581,1701,18.7692,-0.264526,1.77E+04,-0.2005
1582,1701,23.6932,-0.128918,-1.81E+04,-0.20025
1582,1702,23.6932,-0.128918,-2.13E+04,0.0791997
1583,1702,25.5041,0.0727349,-2.14E+04,0.079205
1583,1703,25.5041,0.0727349,-1.83E+04,-0.204734
1584,1703,33.5456,0.167475,1.77E+04,-0.204982
1584,1700,33.5456,0.167475,2.62E+04,0.324558
1585,1668,52.9506,0.172168,-5.30E+04,-0.021854
1585,1708,52.9506,0.172168,-5.05E+04,-0.0136639
1586,1708,31.0785,0.335932,-3.44E+04,-0.013676
1586,1709,31.0785,0.335932,-3.05E+04,9.61E-03
1587,1709,6.29783,-0.877093,-7.28E+03,9.63E-03
1587,1710,6.29783,-0.877093,-2.10E+03,-0.170234
1588,1710,-26.0913,0.551536,3.08E+04,-0.170338
1588,1700,-26.0913,0.551536,3.83E+04,0.383151
1605,1572,15.2161,-3.87E-12,1.50E+04,1.51E-13
1605,1725,15.2161,-3.87E-12,1.14E+04,-4.43E-14
1606,1725,27.6568,-1.52E-13,-9.66E+03,-4.41E-14
1606,1726,27.6568,-1.52E-13,-1.22E+04,-5.08E-14
1607,1726,26.801,5.70E-12,-1.20E+04,-5.08E-14
1607,1727,26.801,5.70E-12,-9.40E+03,-3.02E-14
1608,1727,12.5077,4.43E-12,1.16E+04,-3.05E-14
1608,1724,12.5077,4.43E-12,1.52E+04,8.65E-14
1609,1700,171.374,-0.130036,4.55E+04,0.375129
1609,1732,171.374,-0.130036,3.82E+04,-0.168323
1610,1732,143.044,1.42793,6.05E+03,-0.168228
1610,1733,143.044,1.42793,1.13E+03,9.10E-03
1611,1733,126.965,-4.12E-03,-2.06E+04,9.08E-03
1611,1734,126.965,-4.12E-03,-2.43E+04,-0.0158217
1612,1734,119.263,0.0312641,-3.89E+04,-0.0158194
1612,1724,119.263,0.0312641,-4.11E+04,-0.0103647
1629,1596,18.7692,0.264526,2.60E+04,-0.323499
1629,1749,18.7692,0.264526,1.77E+04,0.2005
1630,1749,23.6932,0.128918,-1.81E+04,0.20025
1630,1750,23.6932,0.128918,-2.13E+04,-0.0791997
1631,1750,25.5041,-0.0727349,-2.14E+04,-0.079205
1631,1751,25.5041,-0.0727349,-1.83E+04,0.204734
1632,1751,33.5456,-0.167475,1.77E+04,0.204982
1632,1748,33.5456,-0.167475,2.62E+04,-0.324558
1633,1724,119.263,-0.0312641,-4.11E+04,-0.0103647
1633,1756,119.263,-0.0312641,-3.89E+04,-0.0158194
1634,1756,126.965,4.12E-03,-2.43E+04,-0.0158217
1634,1757,126.965,4.12E-03,-2.06E+04,9.08E-03
1635,1757,143.044,-1.42793,1.13E+03,9.10E-03
1635,1758,143.044,-1.42793,6.05E+03,-0.168228
1636,1758,171.374,0.130036,3.82E+04,-0.168323
1636,1748,171.374,0.130036,4.55E+04,0.375129
1653,1620,14.9238,0.451325,1.40E+04,-0.129348
1653,1773,14.9238,0.451325,1.05E+04,0.0396252
1654,1773,23.7696,0.558326,-8.95E+03,0.0394446
1654,1774,23.7696,0.558326,-1.13E+04,0.0472264
1655,1774,22.6774,-0.405446,-1.11E+04,0.0472224
1655,1775,22.6774,-0.405446,-8.81E+03,0.0369487
1656,1775,12.4995,-0.359029,1.04E+04,0.0371053
1656,1772,12.4995,-0.359029,1.37E+04,-0.110796
1657,1748,-26.0913,-0.551536,3.83E+04,0.383151
1657,1780,-26.0913,-0.551536,3.08E+04,-0.170338
1658,1780,6.29783,0.877093,-2.10E+03,-0.170234
1658,1781,6.29783,0.877093,-7.28E+03,9.63E-03
1659,1781,31.0785,-0.335932,-3.05E+04,9.61E-03
1659,1782,31.0785,-0.335932,-3.44E+04,-0.013676
1660,1782,52.9506,-0.172168,-5.05E+04,-0.0136639
1660,1772,52.9506,-0.172168,-5.30E+04,-0.021854
1677,1644,48.2058,2.77383,1.63E+04,-0.774344
1677,1797,48.2058,2.77383,9.52E+03,0.468576
1678,1797,-8.63829,0.967003,-9.49E+03,0.468266
1678,1798,-8.63829,0.967003,-1.34E+04,-0.160549
1679,1798,-7.87168,-0.399745,-1.33E+04,-0.160539
1679,1799,-7.87168,-0.399745,-9.22E+03,0.444345
1680,1799,49.8559,-2.61173,1.02E+04,0.444648
1680,1796,49.8559,-2.61173,1.73E+04,-0.754711
1681,1772,77.0712,0.0243605,-5.50E+04,5.56E-04
1681,1804,77.0712,0.0243605,-5.34E+04,-0.0141174
1682,1804,107.675,0.281303,-4.17E+04,-0.0141122
1682,1805,107.675,0.281303,-3.88E+04,-5.80E-03
1683,1805,148.894,-1.0098,-2.03E+04,-5.79E-03
1683,1806,148.894,-1.0098,-1.62E+04,-0.0773193
1684,1806,205.79,0.39611,1.32E+04,-0.077362
1684,1796,205.79,0.39611,2.00E+04,0.0769645
1701,1668,10.6809,-0.539864,1.06E+04,0.133202
1701,1821,10.6809,-0.539864,6.23E+03,-0.0435459
1702,1821,16.5032,-0.411695,-1.94E+04,-0.0433564
1702,1822,16.5032,-0.411695,-2.27E+04,-0.047592
1703,1822,12.1186,1.23799,-3.07E+04,-0.047578
1703,1823,12.1186,1.23799,-2.98E+04,-0.0538575
1704,1823,-1.84244,2.60261,-1.51E+04,-0.0540502
1704,1820,-1.84244,2.60261,-1.15E+04,0.146443
1705,1828,209.958,-18.5607,1.42E+04,0.577103
1705,1829,209.958,-18.5607,9.30E+03,-0.130476
1706,1829,160.964,-4.72783,-4.26E+03,-0.130375
1706,1830,160.964,-4.72783,-7.88E+03,0.0752339
1707,1830,123.808,-5.37778,-1.78E+04,0.0752364
1707,1831,123.808,-5.37778,-2.04E+04,0.0106795
1708,1831,94.9892,-2.41954,-2.70E+04,0.0107201
1708,1820,94.9892,-2.41954,-2.85E+04,-0.0675668
1709,1676,26.4565,-2.27215,1.58E+04,0.677698
1709,1836,26.4565,-2.27215,6.86E+03,-0.430727
1710,1836,-22.7462,1.52272,-1.73E+04,-0.430454
1710,1837,-22.7462,1.52272,-2.27E+04,0.140395
1711,1837,-23.6239,2.20017,-2.72E+04,0.140387
1711,1838,-23.6239,2.20017,-2.54E+04,-0.4152
1712,1838,32.5382,7.71101,-7.69E+03,-0.41546
1712,1828,32.5382,7.71101,-348.551,0.577197
1729,1700,-1.81941,-0.483095,2.40E+04,0.332568
1729,1853,-1.81941,-0.483095,1.40E+04,-0.202897
1730,1853,15.3884,-0.170548,-2.89E+04,-0.202629
1730,1854,15.3884,-0.170548,-3.25E+04,0.0615992
1731,1854,20.9391,0.252006,-4.05E+04,0.0615558
1731,1855,20.9391,0.252006,-3.96E+04,-0.135704
1732,1855,54.4478,0.734759,-1.24E+04,-0.135856
1732,1852,54.4478,0.734759,-4.35E+03,0.183216
1733,1820,72.7767,-6.25011,-2.82E+04,0.0789131
1733,1860,72.7767,-6.25011,-2.60E+04,-0.0854591
1734,1860,55.8965,-2.82564,-1.89E+04,-0.0854253
1734,1861,55.8965,-2.82564,-1.55E+04,9.59E-03
1735,1861,43.5277,-3.42703,-5.12E+03,9.63E-03
1735,1862,43.5277,-3.42703,-788.566,-0.618807
1736,1862,35.8232,5.70687,1.27E+04,-0.618962
1736,1852,35.8232,5.70687,1.80E+04,1.22062
1753,1724,10.3973,-3.35E-12,1.17E+04,3.13E-13
1753,1877,10.3973,-3.35E-12,6.98E+03,-9.00E-14
1754,1877,19.4319,-3.80E-12,-2.14E+04,-8.97E-14
1754,1878,19.4319,-3.80E-12,-2.51E+04,-4.97E-14
1755,1878,13.3812,5.00E-12,-3.43E+04,-4.97E-14
1755,1879,13.3812,5.00E-12,-3.33E+04,-8.63E-14
1756,1879,-3.61887,5.57E-12,-1.71E+04,-8.62E-14
1756,1876,-3.61887,5.57E-12,-1.30E+04,6.84E-14
1757,1852,161.5,-8.30602,2.17E+04,1.40389
1757,1884,161.5,-8.30602,1.65E+04,-0.5627
1758,1884,131.952,1.54623,3.35E+03,-0.562499
1758,1885,131.952,1.54623,-749.374,0.0278933
1759,1885,115.104,0.252663,-1.09E+04,0.0278774
1759,1886,115.104,0.252663,-1.40E+04,-0.0821217
1760,1886,107.326,2.94665,-2.11E+04,-0.0821143
1760,1876,107.326,2.94665,-2.31E+04,-0.0148511
1777,1748,-1.81941,0.483095,2.40E+04,-0.332568
1777,1901,-1.81941,0.483095,1.40E+04,0.202897
1778,1901,15.3884,0.170548,-2.89E+04,0.202629
1778,1902,15.3884,0.170548,-3.25E+04,-0.0615992
1779,1902,20.9391,-0.252006,-4.05E+04,-0.0615558
1779,1903,20.9391,-0.252006,-3.96E+04,0.135704
1780,1903,54.4478,-0.734759,-1.24E+04,0.135856
1780,1900,54.4478,-0.734759,-4.35E+03,-0.183216
1781,1876,107.326,-2.94665,-2.31E+04,-0.0148511
1781,1908,107.326,-2.94665,-2.11E+04,-0.0821143
1782,1908,115.104,-0.252663,-1.40E+04,-0.0821217
1782,1909,115.104,-0.252663,-1.09E+04,0.0278774
1783,1909,131.952,-1.54623,-749.374,0.0278933
1783,1910,131.952,-1.54623,3.35E+03,-0.562499
1784,1910,161.5,8.30602,1.65E+04,-0.5627
1784,1900,161.5,8.30602,2.17E+04,1.40389
1801,1772,10.6809,0.539864,1.06E+04,-0.133202
1801,1925,10.6809,0.539864,6.23E+03,0.0435459
1802,1925,16.5032,0.411695,-1.94E+04,0.0433564
1802,1926,16.5032,0.411695,-2.27E+04,0.047592
1803,1926,12.1186,-1.23799,-3.07E+04,0.047578
1803,1927,12.1186,-1.23799,-2.98E+04,0.0538575
1804,1927,-1.84244,-2.60261,-1.51E+04,0.0540502
1804,1924,-1.84244,-2.60261,-1.15E+04,-0.146443
1805,1900,35.8232,-5.70687,1.80E+04,1.22062
1805,1932,35.8232,-5.70687,1.27E+04,-0.618962
1806,1932,43.5277,3.42703,-788.566,-0.618807
1806,1933,43.5277,3.42703,-5.12E+03,9.63E-03
1807,1933,55.8965,2.82564,-1.55E+04,9.59E-03
1807,1934,55.8965,2.82564,-1.89E+04,-0.0854253
1808,1934,72.7767,6.25011,-2.60E+04,-0.0854591
1808,1924,72.7767,6.25011,-2.82E+04,0.0789131
1825,1796,26.4565,2.27215,1.58E+04,-0.677698
1825,1949,26.4565,2.27215,6.86E+03,0.430727
1826,1949,-22.7462,-1.52272,-1.73E+04,0.430454
1826,1950,-22.7462,-1.52272,-2.27E+04,-0.140395
1827,1950,-23.6239,-2.20017,-2.72E+04,-0.140387
1827,1951,-23.6239,-2.20017,-2.54E+04,0.4152
1828,1951,32.5382,-7.71101,-7.69E+03,0.41546
1828,1948,32.5382,-7.71101,-348.551,-0.577197
1829,1924,94.9892,2.41954,-2.85E+04,-0.0675668
1829,1956,94.9892,2.41954,-2.70E+04,0.0107201
1830,1956,123.808,5.37778,-2.04E+04,0.0106795
1830,1957,123.808,5.37778,-1.78E+04,0.0752364
1831,1957,160.964,4.72783,-7.88E+03,0.0752339
1831,1958,160.964,4.72783,-4.26E+03,-0.130375
1832,1958,209.958,18.5607,9.30E+03,-0.130476
1832,1948,209.958,18.5607,1.42E+04,0.577103
1849,1972,127.943,19.5806,1.57E+04,-0.357724
1849,1974,127.943,19.5806,1.07E+04,0.0844367
1850,1974,97.5988,5.09541,-3.35E+03,0.0843736
1850,1975,97.5988,5.09541,-7.11E+03,-0.0456206
1851,1975,74.4104,5.6066,-1.74E+04,-0.045622
1851,1976,74.4104,5.6066,-2.02E+04,-5.93E-03
1852,1976,56.1783,2.55592,-2.72E+04,-5.96E-03
1852,1973,56.1783,2.55592,-2.88E+04,0.0452852
1853,1973,-1.2445,-2.69757,-1.15E+04,0.0950405
1853,1982,-1.2445,-2.69757,-1.52E+04,-0.0354589
1854,1982,6.976,-1.41165,-3.01E+04,-0.0353339
1854,1983,6.976,-1.41165,-3.11E+04,-0.0312193
1855,1983,10.1603,0.157712,-2.34E+04,-0.0312291
1855,1984,10.1603,0.157712,-2.01E+04,-0.0288961
1856,1984,7.57281,0.378286,5.26E+03,-0.0290229
1856,1981,7.57281,0.378286,9.58E+03,0.0895275
1857,1989,130.039,0.593573,2.23E+04,-0.0630371
1857,1990,130.039,0.593573,1.53E+04,0.0616168
1858,1990,93.7451,-0.917175,-1.49E+04,0.0615825
1858,1991,93.7451,-0.917175,-1.92E+04,4.42E-03
1859,1991,67.2367,0.394506,-3.82E+04,4.43E-03
1859,1992,67.2367,0.394506,-4.13E+04,0.010847
1860,1992,47.2687,0.129402,-5.35E+04,0.0108504
1860,1981,47.2687,0.129402,-5.52E+04,1.15E-03
1861,1972,20.5422,-8.23632,72.4419,0.357219
1861,1997,20.5422,-8.23632,-7.38E+03,-0.254915
1862,1997,-14.8078,-2.32529,-2.56E+04,-0.254754
1862,1998,-14.8078,-2.32529,-2.75E+04,0.0863454
